Product,Product URL,Category,Vendor,Vendor URL,Price in AUD,Shipping From,Shipping To,Date Time Recorded
maroc HIA hash from the mountains 1gram 11euro FREE SHIPPING,welcome?action=show&listing=74948,Cannabis - Hash,trustitdope,userinfo?user=trustitdope,17.83,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
25g Amphetamine Speed Paste - 74%,welcome?action=show&listing=121634,Stimulants - Speed,globalsynthetic,userinfo?user=globalsynthetic,56.73,Netherlands,European Union,Thu Sep 17 14:55:45 2020
1.0g DMT freebase (NN-DMT),welcome?action=show&listing=108424,Psychedelics - DMT,domesticgoddess,userinfo?user=domesticgoddess,106.78,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
5g Pure KETAMINE (Top Quality A+).....EUROPE DELIVERY.,welcome?action=show&listing=65833,Dissociatives - Ketamine,ezinpharma,userinfo?user=ezinpharma,200.01,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
"28g of Damiana (natural, cheap, tobacco replacement, sex enchancer)",welcome?action=show&listing=107114,Other Drugs,honesttrader,userinfo?user=honesttrader,17.79,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
Weed Buds Champagne AAA+ High Quality Quarter Pound 114 Grams Free Shipping,welcome?action=show&listing=106710,Cannabis - Buds and Flowers,brazyboys,userinfo?user=brazyboys,551.76,United States,Worldwide,Thu Sep 17 14:55:45 2020
joesnewbalanceoutlet.com,welcome?action=show&listing=101216,Other Services,drhack3r,userinfo?user=drhack3r,12.41,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
GHB 200 ML PURE,welcome?action=show&listing=96626,Dissociatives - GHB,drugsbunny,userinfo?user=drugsbunny,218.83,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Stratfor Database,welcome?action=show&listing=57954,Dumps,drunkdragon,userinfo?user=drunkdragon,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Cialis - 20 tb/20 mg - Balkan Pharmaceuticals - expires 12/2020,welcome?action=show&listing=94270,Steroids,steroidwarehouse,userinfo?user=steroidwarehouse,113.46,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Private.com - LIFETIME PORN PREMIUM ACCOUNT,welcome?action=show&listing=64383,Other Services,mychoice,userinfo?user=mychoice,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Noggin (2 MONTH WARRANTY) *HQ*,welcome?action=show&listing=128434,Various Logins,xiaobaobei26,userinfo?user=xiaobaobei26,11.03,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
10x 200mg Tilidin - Reliable Seller from Empire,welcome?action=show&listing=111476,Opioids - Pills,ghettopharmacy,userinfo?user=ghettopharmacy,56.73,Germany,European Union,Thu Sep 17 14:55:45 2020
Viagra 100mg 50 Pills Blister USA TO USA $49 Domestic Fast Shipping Make Ur GF Happy Again,welcome?action=show&listing=107651,Prescription Drugs,remedyplus,userinfo?user=remedyplus,67.59,United States,United States,Thu Sep 17 14:55:45 2020
EDF France Utility Statement PSD Template,welcome?action=show&listing=54602,Fake Documents (Digital),goldapple,userinfo?user=goldapple,6.89,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Pack of 2547 Scans,welcome?action=show&listing=92944,Fake Documents (Digital),bigone1,userinfo?user=bigone1,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Xanax Alprazolam GG249 3mg x500,welcome?action=show&listing=112532,Benzos - Pills,samspillmill,userinfo?user=samspillmill,896.61,United States,United States,Thu Sep 17 14:55:45 2020
methadon 5mg pills FREE SHIPPING 50x5mg 140euro,welcome?action=show&listing=63285,Opioids - Other,trustitdope,userinfo?user=trustitdope,227.12,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Prada shoes F126 - 1:1 Perfect Replica,welcome?action=show&listing=118659,Other Forgeries,smartstore,userinfo?user=smartstore,162.23,Hong Kong,Worldwide,Thu Sep 17 14:55:45 2020
50 USA passport scans valid HQ,welcome?action=show&listing=83076,SSN / DOB / Other PII,cardpass,userinfo?user=cardpass,129.78,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
112G Sociable Cocaine 70%,welcome?action=show&listing=116700,Stimulants - Cocaine,candyflakes,userinfo?user=candyflakes,4715.34,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
TIP JAR,welcome?action=show&listing=93785,Psychedelics - LSD,thewhitelight,userinfo?user=thewhitelight,1.38,United States,United States,Thu Sep 17 14:55:45 2020
Custom Australian passport scan + utility bill,welcome?action=show&listing=81715,Fake Documents (Digital),cardpass,userinfo?user=cardpass,64.89,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
B707 Blue xanax bars (aka Boeings) x 10000,welcome?action=show&listing=88791,Benzos - Pills,pillchills,userinfo?user=pillchills,4832.11,Canada,Canada,Thu Sep 17 14:55:45 2020
10x valiums top quality *****6.45pm last orders****,welcome?action=show&listing=129160,Benzos - Pills,dmsoldiersndd,userinfo?user=dmsoldiersndd,14.23,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
Glo Carts 1 Gram THC Cartridges,welcome?action=show&listing=113417,Cannabis - Concentrates,calicart,userinfo?user=calicart,24.85,United States,United States,Thu Sep 17 14:55:45 2020
Fishscale 92% Auspride Bolivian Cocaine (14 Grams),welcome?action=show&listing=71542,Stimulants - Cocaine,auspride,userinfo?user=auspride,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
5 Kilogram Ketamine-R (Sugar) - 100% ARRIVAL EUROPE,welcome?action=show&listing=57306,Dissociatives - Ketamine,euroshopper,userinfo?user=euroshopper,58808.67,Germany,Worldwide,Thu Sep 17 14:55:45 2020
500x WHITE FLUFF LSD 200UG - TRIPPY TROLLS,welcome?action=show&listing=57250,Psychedelics - LSD,euroshopper,userinfo?user=euroshopper,1378.96,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
28g High Quality Indoor Cannabis Flowers - OLD STOCK,welcome?action=show&listing=82461,Cannabis - Buds and Flowers,thebotanist,userinfo?user=thebotanist,165.67,Canada,Worldwide,Thu Sep 17 14:55:45 2020
(5) 250ug Diamond Fluff Gel Tabs (Duplicate),welcome?action=show&listing=129586,Psychedelics - LSD,rudeboy500,userinfo?user=rudeboy500,69.03,United States,United States,Thu Sep 17 14:55:45 2020
2.0g crazy untouched cocaine,welcome?action=show&listing=111533,Stimulants - Cocaine,bizzey,userinfo?user=bizzey,243.34,European Union,Worldwide,Thu Sep 17 14:55:45 2020
(DE) 5G - AAA+ - 96%iges KOLUMBIANISCHES KOKAIN - Promotion Angebot,welcome?action=show&listing=121212,Stimulants - Cocaine,lilawolken,userinfo?user=lilawolken,446.13,Germany,Germany,Thu Sep 17 14:55:45 2020
5x 2C-B 20mg Batman - TOP QUALITY! - TRIPSITTERZ,welcome?action=show&listing=110561,Psychedelics - 2C-B,tripsitterz,userinfo?user=tripsitterz,32.44,Germany,European Union,Thu Sep 17 14:55:45 2020
14 ZOLPIDEM 10mg,welcome?action=show&listing=76807,Prescription Drugs - Benzodiazepine and anti-anxiety,n79u8,userinfo?user=n79u8,48.66,France,European Union,Thu Sep 17 14:55:45 2020
Blackforwife.com Porn Account Plus Warranty,welcome?action=show&listing=75625,Various Logins,enjoymyaccounts,userinfo?user=enjoymyaccounts,9.66,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
"Xanax GG249 4 mg x 100 pills x 145$ Very Strong ,our Fire Product for years !!!",welcome?action=show&listing=122632,Benzos - Pills,bionik,userinfo?user=bionik,200.18,United States,United States,Thu Sep 17 14:55:45 2020
diazepam kern pharma 10mg x 30 tabs,welcome?action=show&listing=78174,Prescription Drugs,premierpharma,userinfo?user=premierpharma,42.7,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
+++ 100g PURE Kitchenspeed PASTE (89%) +++ (PROMOPHASE),welcome?action=show&listing=113774,Stimulants - Speed,yourservice,userinfo?user=yourservice,178.45,Germany,Worldwide,Thu Sep 17 14:55:45 2020
50 pcs 300 MG XTC BLUE PHARAOH,welcome?action=show&listing=86795,Ecstasy - MDMA,flyingdrugzman,userinfo?user=flyingdrugzman,120.05,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
LSD - GAMMAGOBLIN - 100UG - 10 TABS,welcome?action=show&listing=113118,Psychedelics - LSD,domino45,userinfo?user=domino45,N/A,Canada,Canada,Thu Sep 17 14:55:45 2020
Gary Payton 1g Premiun Indoor Flower,welcome?action=show&listing=112791,Cannabis - Buds and Flowers,aussiedank,userinfo?user=aussiedank,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
1000g Amphetamine Speed Paste - 74%,welcome?action=show&listing=121652,Stimulants - Speed,globalsynthetic,userinfo?user=globalsynthetic,1541.19,Netherlands,European Union,Thu Sep 17 14:55:45 2020
1000(+200 free) Californian Sunshine LSD-25 200UG,welcome?action=show&listing=102476,Psychedelics - LSD,mracid,userinfo?user=mracid,2595.69,European Union,Worldwide,Thu Sep 17 14:55:45 2020
PremiumMember.com - LIFETIME PORN PREMIUM ACCOUNT,welcome?action=show&listing=64487,Other Services,mychoice,userinfo?user=mychoice,13.8,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Orions Sour Belts (500MG),welcome?action=show&listing=109469,Cannabis - Edibles,calgreen,userinfo?user=calgreen,34.51,United States,United States,Thu Sep 17 14:55:45 2020
"Washington Voter Leacked Hacked Database (4,411Million record)",welcome?action=show&listing=94739,Other Fraud Related,empireshop,userinfo?user=empireshop,11.04,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
1g Live Resin GUCCI GEAR Badder (Ice Cream Cake),welcome?action=show&listing=124030,Cannabis - Concentrates,boomingsales,userinfo?user=boomingsales,34.51,United States,United States,Thu Sep 17 14:55:45 2020
hawaiicoffeecompany gift card 100$ - Save lot of money,welcome?action=show&listing=101108,Other Fraud Related,kingaccount,userinfo?user=kingaccount,34.51,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
SAMPLE 3x XTC Heineken 240mg LIMITED TIME! Ecstasy FREE SHIPPING,welcome?action=show&listing=108064,Ecstasy - Pills,newcapital,userinfo?user=newcapital,9.66,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
virtualrealtrans.com Porn Account Trans,welcome?action=show&listing=80295,Various Logins,pornseller,userinfo?user=pornseller,9.66,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Flordia PSD template flordia driver licenses,welcome?action=show&listing=94229,Fake Documents (Digital),mountaindew,userinfo?user=mountaindew,13.8,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Atlantis Word Processor portable,welcome?action=show&listing=62403,Commercial Software,g3cko,userinfo?user=g3cko,2.76,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
"TAI LOPEZ , Invest and Create. - 20 Video E-BOOKS!",welcome?action=show&listing=112404,Social Engeneering,youngmoney,userinfo?user=youngmoney,19.32,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Radio Pandora Premium Account Warranty Included,welcome?action=show&listing=91890,Various Logins,enjoymyaccounts,userinfo?user=enjoymyaccounts,9.73,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
28g Uncut COKE straight from brick,welcome?action=show&listing=87207,Stimulants - Cocaine,probitexchange,userinfo?user=probitexchange,3450.13,United States,United States,Thu Sep 17 14:55:45 2020
Freehack.com Database 385K Records,welcome?action=show&listing=56409,Dumps,drunkdragon,userinfo?user=drunkdragon,13.8,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
US TO US Ambien/Zolpidem 10MG (BELBEIN) 60 Pills - $150,welcome?action=show&listing=111813,Benzos - Pills,jonblue20199,userinfo?user=jonblue20199,207.09,United States,United States,Thu Sep 17 14:55:45 2020
-== WINDOWS 10 PRO OFFICIAL KEY ==-,welcome?action=show&listing=83349,Other Software,g0ldenboy,userinfo?user=g0ldenboy,6.9,Digital / Service,Worldwide,Thu Sep 17 14:55:45 2020
Bubba Kush// ($1155/HP) // DOMESTIC SHIPPING // US-US,welcome?action=show&listing=105663,Cannabis - Buds and Flowers,finestflower,userinfo?user=finestflower,1594.59,United States,United States,Thu Sep 17 14:55:45 2020
10 gram ketamine 96% lab tested purity (Duplicate) (Duplicate),welcome?action=show&listing=76262,Dissociatives - Ketamine,swissclock1,userinfo?user=swissclock1,451.0,Switzerland,Switzerland,Thu Sep 17 14:55:45 2020
Cracked PT Application Inspector 3.3.0.3667+ Full Version - Lifetime,welcome?action=show&listing=107481,Exploits / Exploit Kits,topvendor,userinfo?user=topvendor,111.93,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Hacked computer files from a CIA agent,welcome?action=show&listing=67533,Dumps,topvendor,userinfo?user=topvendor,160.6,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
28g Amnesia Haze - AAA Medical - FREE NDD,welcome?action=show&listing=56695,Cannabis - Buds and Flowers,martell,userinfo?user=martell,373.66,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
Cheesedawg 7 Gs US Dispensary Grade Fast FREE UK delivery!,welcome?action=show&listing=79084,Cannabis - Buds and Flowers,mclovin87,userinfo?user=mclovin87,160.14,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
56 grams High Quality Crystal Meth,welcome?action=show&listing=84122,Stimulants - Meth,donkeylife024,userinfo?user=donkeylife024,1518.66,United States,United States,Thu Sep 17 14:55:45 2020
Rolex men watch,welcome?action=show&listing=121387,Other Forgeries,boyfootstep,userinfo?user=boyfootstep,556.38,Hong Kong,Worldwide,Thu Sep 17 14:55:45 2020
Tip Jar (goldenslash),welcome?action=show&listing=110274,Other Drugs,goldenslash,userinfo?user=goldenslash,1.38,Digital / Service,Worldwide,Thu Sep 17 14:55:45 2020
Trill Live Resin Shatter 1 Gram,welcome?action=show&listing=118327,Cannabis - Concentrates,thejoint,userinfo?user=thejoint,55.22,United States,United States,Thu Sep 17 14:55:45 2020
5x XTC Philipp Plein 250mg /// Hard Press /// ECSTASY PILLS,welcome?action=show&listing=113624,Ecstasy - Pills,nargetix,userinfo?user=nargetix,29.2,Germany,European Union,Thu Sep 17 14:55:45 2020
5 CLEAN ELITE SOCKS5 RESIDENTIAL PROXY + REQUEST COUNTRY + STATE + CITY + ZIP,welcome?action=show&listing=90583,Drops - Bank,purpleturtle,userinfo?user=purpleturtle,13.8,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Goodrich Quality Theaters (eGift Non Carded+PDF) *HQ*,welcome?action=show&listing=116275,Other Services,xiaobaobei26,userinfo?user=xiaobaobei26,2.76,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Dianabol (Methandrostenolone),welcome?action=show&listing=75895,Steroids,americansteroids,userinfo?user=americansteroids,62.12,United States,United States,Thu Sep 17 14:55:45 2020
Ultrasportracingcars.com Database 1.8K Records,welcome?action=show&listing=56969,Dumps,drunkdragon,userinfo?user=drunkdragon,13.8,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
RapidShare.com Phishing Page,welcome?action=show&listing=56724,Other Software,drunkdragon,userinfo?user=drunkdragon,1.38,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
FRESH USA PERSONAL CHECK SCANS,welcome?action=show&listing=66851,Other Fraud Related,purpleturtle,userinfo?user=purpleturtle,34.51,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
***SALE***2gr Pure AAA+ MDMA 94%,welcome?action=show&listing=63584,Ecstasy - MDMA,dutchdrugs,userinfo?user=dutchdrugs,29.2,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Microsoft Office 2019 - newest office for PC !,welcome?action=show&listing=61916,Commercial Software,g3cko,userinfo?user=g3cko,5.52,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
sweden-us mdma 35 grams and 10 2-cb 100% landing rate,welcome?action=show&listing=126846,Ecstasy - MDMA,megalodon,userinfo?user=megalodon,1656.72,Sweden,United States,Thu Sep 17 14:55:45 2020
100 G HEROIN (BRICKS) H3 PURE UNCUT AAA+ UK SHIPPING,welcome?action=show&listing=67090,Opioids - Heroin,franceboss,userinfo?user=franceboss,3244.61,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
OXYCONTIN 40MG OC MUNDIPHARMA 10x,welcome?action=show&listing=75535,Opioids - Oxycodone,amsterdamliquidx,userinfo?user=amsterdamliquidx,256.32,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Mac - MAC changer for Mac - stay safe on Apple !,welcome?action=show&listing=63478,Security Software,g3cko,userinfo?user=g3cko,2.76,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Distillate Darts (Syringes) / 1G x 10 Darts,welcome?action=show&listing=107241,Cannabis - Concentrates,spac3coup3,userinfo?user=spac3coup3,207.09,United States,United States,Thu Sep 17 14:55:45 2020
10mg percocet 10 /325 (oxycodone) - $17 each (min 8 pills per order),welcome?action=show&listing=115879,Opioids - Oxycodone,norcoking,userinfo?user=norcoking,23.47,United States,United States,Thu Sep 17 14:55:45 2020
100gr + 10gr free BIO AMNESIA HAZE NEW VENDOR OFFER,welcome?action=show&listing=121016,Cannabis - Buds and Flowers,green420life,userinfo?user=green420life,1095.05,Germany,Germany,Thu Sep 17 14:55:45 2020
10 UK PASSPORT SCANS OF REAL PERSONS HQ,welcome?action=show&listing=83073,Other Fraud Related,cardpass,userinfo?user=cardpass,64.89,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
50* 100mg 4-FA pills,welcome?action=show&listing=119681,Stimulants - Other,pygmalion,userinfo?user=pygmalion,311.48,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
"30 mL CBN (Cannabinol) 98%+ Solution (5 mg per mL) -- used for pain, anxiety, insomnia, appetite stimulation.",welcome?action=show&listing=111693,Cannabis - Concentrates,dxmusa,userinfo?user=dxmusa,62.12,United States,United States,Thu Sep 17 14:55:45 2020
Clickitgolf.com Database (Plaintext),welcome?action=show&listing=57852,Dumps,drunkdragon,userinfo?user=drunkdragon,13.8,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Lavender Kush Indica 56 gram,welcome?action=show&listing=71333,Cannabis - Buds and Flowers,drrelax,userinfo?user=drrelax,656.58,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
Dedicated Server Linux or Windows FR,welcome?action=show&listing=128500,Hosting,neolytik,userinfo?user=neolytik,81.11,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Cheesedawg 3.5 Gs US Dispensary Grade Fast FREE UK delivery,welcome?action=show&listing=69243,Cannabis - Buds and Flowers,mclovin87,userinfo?user=mclovin87,88.96,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
"Brendon Burchard, The Four Gates to Lasting Change",welcome?action=show&listing=124376,Social Engeneering,youngmoney,userinfo?user=youngmoney,4.14,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Temazepam 20mg x 20,welcome?action=show&listing=111436,Prescription Drugs - Benzodiazepine and anti-anxiety,kenza,userinfo?user=kenza,115.65,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
500g Ketama Ice Hash AAA+,welcome?action=show&listing=110003,Cannabis - Hash,obststand,userinfo?user=obststand,7300.38,Germany,European Union,Thu Sep 17 14:55:45 2020
Dutch HQ lab made GHB 20ml 30euro (FREE SHIPPING),welcome?action=show&listing=75859,Dissociatives - GHB,trustitdope,userinfo?user=trustitdope,48.66,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
USA FULLZ With Driving License Number,welcome?action=show&listing=81170,SSN / DOB / Other PII,killdozer,userinfo?user=killdozer,13.8,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
LSD UK SHIPPING 30 X 200ug HOLY FAMILY + 3 FREE TABS 1.75 POUND EACH TAB,welcome?action=show&listing=128480,Psychedelics - LSD,hofmanncrew,userinfo?user=hofmanncrew,92.47,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
